"Label (Grouping)","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!One race--","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!One race--!!White","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!One race--!!Black or African American","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!One race--!!American Indian and Alaska Native","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!One race--!!Asian","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!One race--!!Native Hawaiian and Other Pacific Islander","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!One race--!!Some other race","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!Two or more races","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!Hispanic or Latino origin (of any race)","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!White alone, not Hispanic or Latino","HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER","HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years","HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years","HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years","HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over","FAMILIES","FAMILIES!!Families","FAMILIES!!Families!!With own children of householder under 18 years","FAMILIES!!Families!!With no own children of householder under 18 years","FAMILIES!!Families!!Married-couple families","FAMILIES!!Families!!Married-couple families!!With own children under 18 years","FAMILIES!!Families!!Female householder, no spouse present","FAMILIES!!Families!!Female householder, no spouse present!!With own children under 18 years","FAMILIES!!Families!!Male householder, no spouse present","FAMILIES!!Families!!Male householder, no spouse present!!With own children under 18 years","FAMILY INCOME BY FAMILY SIZE","FAMILY INCOME BY FAMILY SIZE!!2-person families","FAMILY INCOME BY FAMILY SIZE!!3-person families","FAMILY INCOME BY FAMILY SIZE!!4-person families","FAMILY INCOME BY FAMILY SIZE!!5-person families","FAMILY INCOME BY FAMILY SIZE!!6-person families","FAMILY INCOME BY FAMILY SIZE!!7-or-more person families","FAMILY INCOME BY NUMBER OF EARNERS","FAMILY INCOME BY NUMBER OF EARNERS!!No earners","FAMILY INCOME BY NUMBER OF EARNERS!!1 earner","FAMILY INCOME BY NUMBER OF EARNERS!!2 earners","FAMILY INCOME BY NUMBER OF EARNERS!!3 or more earners","NONFAMILY HOUSEHOLDS","NONFAMILY HOUSEHOLDS!!Nonfamily households","NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder","NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Living alone","NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Not living alone","NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder","NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Living alone","NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Not living alone"
"        Estimate","","6,981","","2,908","601","0","71","0","2,839","562","4,743","1,496","","166","3,174","2,818","823","","5,680","3,120","2,560","3,940","2,100","1,294","796","446","224","","1,497","1,610","910","1,069","348","246","","458","1,409","2,623","1,190","","1,301","379","253","126","922","437","485"
"        Margin of Error","","±759","","±517","±143","±26","±55","±26","±528","±462","±660","±432","","±110","±673","±496","±269","","±641","±473","±557","±579","±415","±297","±247","±204","±127","","±357","±483","±294","±294","±145","±111","","±219","±326","±505","±246","","±497","±164","±143","±94","±489","±198","±419"
"    Percent Distribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","6,981","","41.7%","8.6%","0.0%","1.0%","0.0%","40.7%","8.1%","67.9%","21.4%","","2.4%","45.5%","40.4%","11.8%","","5,680","54.9%","45.1%","69.4%","37.0%","22.8%","14.0%","7.9%","3.9%","","26.4%","28.3%","16.0%","18.8%","6.1%","4.3%","","8.1%","24.8%","46.2%","21.0%","","1,301","29.1%","19.4%","9.7%","70.9%","33.6%","37.3%"
"        Margin of Error","","±759","","±6.8","±2.0","±0.6","±0.8","±0.6","±7.0","±6.1","±5.7","±5.7","","±1.6","±6.7","±7.3","±3.6","","±641","±7.3","±7.3","±5.3","±6.5","±5.3","±4.5","±3.4","±2.2","","±5.6","±7.0","±4.7","±5.1","±2.7","±2.0","","±3.7","±5.1","±6.0","±4.4","","±497","±15.4","±11.6","±8.7","±15.4","±13.9","±22.6"
"    Median income (dollars)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","64,117","","65,504","62,049","-","-","-","65,980","46,404","65,141","63,740","","75,714","52,005","83,462","61,840","","70,439","62,184","85,298","94,929","72,857","39,638","39,020","71,964","42,593","","64,184","65,342","91,554","68,148","-","112,008","","-","41,023","69,262","109,724","","45,354","40,332","40,254","-","45,911","38,495","47,030"
"        Margin of Error","","±8,351","","±12,542","±53,566","**","**","**","±13,402","±30,087","±10,832","±20,108","","±43,671","±14,015","±18,773","±19,988","","±16,208","±15,266","±20,446","±27,644","±24,590","±9,847","±13,079","±47,593","±11,392","","±12,802","±52,338","±39,081","±16,678","**","±15,298","","**","±12,734","±24,284","±5,470","","±5,770","±16,193","±11,325","**","±3,654","±8,119","±22,053"
"ZCTA5 78620","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","6,416","","6,052","59","0","82","19","37","167","871","5,308","","71","1,614","3,262","1,469","","5,296","2,330","2,966","4,638","2,054","506","247","152","29","","2,447","1,140","1,026","445","175","63","","650","1,301","2,550","795","","1,120","640","557","83","480","417","63"
"        Margin of Error","","±484","","±476","±62","±22","±60","±38","±48","±141","±261","±457","","±70","±303","±374","±228","","±451","±381","±309","±439","±335","±214","±143","±69","±37","","±314","±246","±262","±189","±90","±46","","±174","±242","±369","±272","","±273","±172","±161","±63","±165","±162","±39"
"    Percent Distribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","6,416","","94.3%","0.9%","0.0%","1.3%","0.3%","0.6%","2.6%","13.6%","82.7%","","1.1%","25.2%","50.8%","22.9%","","5,296","44.0%","56.0%","87.6%","38.8%","9.6%","4.7%","2.9%","0.5%","","46.2%","21.5%","19.4%","8.4%","3.3%","1.2%","","12.3%","24.6%","48.1%","15.0%","","1,120","57.1%","49.7%","7.4%","42.9%","37.2%","5.6%"
"        Margin of Error","","±484","","±2.8","±1.0","±0.7","±0.9","±0.6","±0.7","±2.2","±3.9","±3.9","","±1.1","±4.0","±4.8","±3.0","","±451","±5.2","±5.2","±3.9","±4.8","±3.9","±2.6","±1.3","±0.7","","±4.4","±4.5","±4.5","±3.5","±1.7","±0.9","","±3.1","±4.5","±5.7","±4.7","","±273","±9.0","±9.2","±5.5","±9.0","±9.4","±3.6"
"    Median income (dollars)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","110,986","","111,284","156,683","-","116,739","-","116,302","68,775","59,712","120,482","","76,736","136,905","124,286","70,054","","124,490","146,488","111,029","132,133","156,714","42,398","39,097","123,000","-","","110,239","128,231","157,031","147,303","250,000+","-","","70,357","115,272","137,847","187,191","","47,714","39,115","34,441","160,313","53,400","53,469","53,125"
"        Margin of Error","","±10,510","","±11,017","±156,415","**","±90,581","**","±14,322","±6,936","±24,243","±15,766","","±29,910","±28,688","±16,317","±11,665","","±12,426","±14,743","±10,951","±14,032","±53,456","±29,876","±35,532","±67,398","**","","±14,696","±25,026","±65,140","±106,789","***","**","","±12,862","±42,757","±18,059","±25,465","","±15,855","±16,084","±10,826","±24,864","±14,218","±22,138","±38,480"
"ZCTA5 78621","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","7,183","","4,816","924","0","40","0","1,093","310","2,292","3,854","","99","2,219","3,421","1,444","","5,408","2,472","2,936","4,046","1,834","1,101","540","261","98","","2,180","1,087","1,073","719","212","137","","686","1,552","2,318","852","","1,775","1,140","991","149","635","508","127"
"        Margin of Error","","±555","","±479","±210","±26","±40","±26","±360","±184","±370","±436","","±86","±369","±426","±224","","±490","±384","±340","±484","±370","±299","±182","±132","±85","","±388","±219","±248","±209","±120","±88","","±187","±313","±359","±242","","±420","±325","±315","±100","±229","±199","±87"
"    Percent Distribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","7,183","","67.0%","12.9%","0.0%","0.6%","0.0%","15.2%","4.3%","31.9%","53.7%","","1.4%","30.9%","47.6%","20.1%","","5,408","45.7%","54.3%","74.8%","33.9%","20.4%","10.0%","4.8%","1.8%","","40.3%","20.1%","19.8%","13.3%","3.9%","2.5%","","12.7%","28.7%","42.9%","15.8%","","1,775","64.2%","55.8%","8.4%","35.8%","28.6%","7.2%"
"        Margin of Error","","±555","","±4.7","±2.8","±0.6","±0.6","±0.6","±4.8","±2.5","±4.5","±4.4","","±1.2","±4.4","±4.9","±2.8","","±490","±5.0","±5.0","±5.8","±5.7","±5.2","±3.2","±2.4","±1.6","","±5.7","±4.0","±3.9","±3.9","±2.2","±1.6","","±3.2","±4.9","±5.6","±4.4","","±420","±9.8","±11.1","±5.4","±9.8","±8.7","±4.7"
"    Median income (dollars)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","80,100","","81,830","48,214","-","82,826","-","80,340","101,882","78,929","84,789","","10,184","86,333","83,750","45,339","","82,037","83,083","81,826","89,349","98,245","48,839","30,776","70,777","-","","72,149","102,079","101,048","78,438","41,364","145,034","","53,047","57,782","89,619","122,000","","46,235","44,709","32,473","103,380","62,401","-","83,967"
"        Margin of Error","","±6,977","","±6,186","±26,966","**","±63,430","**","±24,158","±13,865","±12,735","±5,178","","±6,887","±10,434","±6,848","±10,085","","±5,828","±13,613","±6,304","±5,682","±15,243","±21,851","±19,467","±41,746","**","","±14,151","±18,509","±14,839","±15,061","±37,392","±23,441","","±13,371","±20,286","±10,238","±26,690","","±19,564","±16,536","±22,985","±91,381","±28,772","**","±15,361"
"ZCTA5 78634","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","11,461","","8,861","1,488","45","144","0","269","654","2,639","7,046","","67","5,839","4,461","1,094","","8,727","4,732","3,995","6,716","3,498","1,264","817","747","417","","3,455","2,313","1,663","718","421","157","","404","2,254","5,042","1,027","","2,734","1,570","913","657","1,164","811","353"
"        Margin of Error","","±708","","±598","±393","±38","±103","±30","±126","±334","±386","±586","","±47","±578","±561","±274","","±690","±575","±625","±782","±551","±400","±291","±317","±209","","±635","±474","±331","±263","±275","±88","","±195","±367","±579","±338","","±622","±539","±234","±454","±350","±282","±170"
"    Percent Distribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","11,461","","77.3%","13.0%","0.4%","1.3%","0.0%","2.3%","5.7%","23.0%","61.5%","","0.6%","50.9%","38.9%","9.5%","","8,727","54.2%","45.8%","77.0%","40.1%","14.5%","9.4%","8.6%","4.8%","","39.6%","26.5%","19.1%","8.2%","4.8%","1.8%","","4.6%","25.8%","57.8%","11.8%","","2,734","57.4%","33.4%","24.0%","42.6%","29.7%","12.9%"
"        Margin of Error","","±708","","±3.9","±3.3","±0.3","±0.9","±0.4","±1.1","±2.7","±3.0","±3.7","","±0.4","±4.3","±4.2","±2.2","","±690","±5.7","±5.7","±5.6","±5.8","±4.5","±3.4","±3.7","±2.3","","±5.5","±5.2","±4.0","±3.0","±3.1","±1.0","","±2.1","±3.8","±4.3","±3.9","","±622","±11.6","±8.6","±13.0","±11.6","±9.9","±5.9"
"    Median income (dollars)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","90,843","","93,265","75,852","66,250","58,750","-","95,518","115,541","86,431","94,266","","-","95,015","93,616","61,062","","95,307","86,615","104,452","104,696","98,728","48,943","47,693","59,077","41,285","","83,105","89,362","96,936","123,705","117,331","141,517","","60,553","55,074","104,146","127,750","","66,055","54,167","43,090","92,599","68,816","66,076","122,602"
"        Margin of Error","","±6,396","","±3,922","±11,634","±53,070","±26,152","**","±58,208","±61,104","±20,039","±4,007","","**","±3,739","±12,464","±9,030","","±6,191","±9,868","±8,210","±6,178","±10,523","±9,139","±11,616","±14,491","±27,080","","±15,305","±8,845","±9,951","±46,597","±71,498","±9,825","","±23,264","±13,264","±7,602","±27,846","","±9,340","±23,925","±12,010","±68,412","±9,453","±8,591","±36,781"
"ZCTA5 78641","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","24,371","","20,344","1,568","84","985","10","577","803","4,205","17,157","","228","9,918","10,412","3,813","","19,728","10,306","9,422","16,238","8,279","2,246","1,477","1,244","550","","7,617","4,178","4,930","1,955","767","281","","1,389","5,474","10,137","2,728","","4,643","2,372","1,859","513","2,271","1,918","353"
"        Margin of Error","","±716","","±869","±518","±62","±248","±17","±186","±305","±507","±858","","±106","±622","±722","±402","","±769","±702","±687","±842","±728","±459","±393","±356","±196","","±638","±480","±674","±321","±351","±110","","±245","±674","±979","±532","","±541","±354","±295","±209","±388","±382","±131"
"    Percent Distribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","24,371","","83.5%","6.4%","0.3%","4.0%","0.0%","2.4%","3.3%","17.3%","70.4%","","0.9%","40.7%","42.7%","15.6%","","19,728","52.2%","47.8%","82.3%","42.0%","11.4%","7.5%","6.3%","2.8%","","38.6%","21.2%","25.0%","9.9%","3.9%","1.4%","","7.0%","27.7%","51.4%","13.8%","","4,643","51.1%","40.0%","11.0%","48.9%","41.3%","7.6%"
"        Margin of Error","","±716","","±2.5","±2.1","±0.3","±1.0","±0.1","±0.8","±1.2","±2.1","±2.6","","±0.4","±2.4","±2.5","±1.6","","±769","±2.9","±2.9","±2.8","±3.4","±2.3","±1.9","±1.8","±1.0","","±2.6","±2.4","±3.2","±1.6","±1.8","±0.6","","±1.2","±3.6","±4.0","±2.7","","±541","±5.5","±5.4","±4.2","±5.5","±6.0","±2.7"
"    Median income (dollars)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","105,096","","105,213","111,563","-","166,607","-","57,140","64,420","85,672","107,314","","59,028","112,027","113,607","61,195","","112,235","111,846","112,785","123,915","125,924","50,182","41,266","64,598","53,978","","98,708","122,093","118,125","122,212","105,604","-","","59,556","83,891","128,035","147,589","","54,986","44,694","37,571","102,426","61,627","59,271","123,225"
"        Margin of Error","","±4,836","","±3,956","±53,118","**","±22,609","**","±31,481","±37,146","±11,165","±3,422","","±4,277","±8,316","±6,713","±10,105","","±5,178","±7,650","±5,992","±5,324","±5,617","±7,788","±5,502","±7,903","±16,893","","±10,661","±9,301","±14,824","±28,115","±56,078","**","","±16,102","±7,929","±6,435","±26,732","","±6,912","±10,959","±10,236","±34,293","±4,487","±9,311","±19,852"
"ZCTA5 78645","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","4,851","","4,748","25","0","12","0","3","63","462","4,328","","5","904","2,207","1,735","","3,415","927","2,488","3,169","844","215","65","31","18","","1,866","730","455","269","90","5","","651","1,115","1,379","270","","1,436","752","610","142","684","556","128"
"        Margin of Error","","±316","","±301","±22","±22","±13","±22","±6","±50","±168","±341","","±8","±229","±271","±307","","±287","±193","±275","±296","±210","±114","±55","±26","±24","","±307","±196","±129","±127","±57","±6","","±234","±229","±266","±103","","±332","±218","±198","±118","±237","±222","±93"
"    Percent Distribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","4,851","","97.9%","0.5%","0.0%","0.2%","0.0%","0.1%","1.3%","9.5%","89.2%","","0.1%","18.6%","45.5%","35.8%","","3,415","27.1%","72.9%","92.8%","24.7%","6.3%","1.9%","0.9%","0.5%","","54.6%","21.4%","13.3%","7.9%","2.6%","0.1%","","19.1%","32.7%","40.4%","7.9%","","1,436","52.4%","42.5%","9.9%","47.6%","38.7%","8.9%"
"        Margin of Error","","±316","","±1.1","±0.5","±0.9","±0.3","±0.9","±0.1","±1.0","±3.4","±3.4","","±0.2","±4.6","±5.2","±5.5","","±287","±5.2","±5.2","±3.4","±5.8","±3.4","±1.6","±0.7","±0.7","","±6.5","±6.1","±3.7","±3.5","±1.7","±0.2","","±6.0","±6.9","±7.3","±3.0","","±332","±11.0","±10.7","±8.1","±11.0","±11.3","±6.2"
"    Median income (dollars)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","83,388","","83,553","61,806","-","63,636","-","-","-","80,691","86,216","","-","93,750","93,556","74,101","","105,114","96,732","113,643","111,806","97,295","50,568","23,994","99,375","-","","102,222","105,128","131,741","80,982","133,000","-","","73,271","97,841","132,893","152,222","","40,985","42,130","38,868","48,882","38,333","27,500","81,066"
"        Margin of Error","","±10,642","","±10,677","±28,047","**","±510","**","**","**","±16,915","±12,303","","**","±36,440","±17,917","±7,645","","±16,401","±2,383","±18,993","±19,791","±9,741","±15,575","±14,516","±23,656","**","","±27,537","±26,837","±26,559","±39,568","±54,901","**","","±7,703","±19,492","±27,218","±94,636","","±10,826","±9,170","±7,645","±3,756","±35,743","±15,897","±12,622"
"ZCTA5 78652","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","2,210","","1,850","143","0","35","0","45","137","500","1,532","","30","822","840","518","","1,499","492","1,007","1,353","409","115","65","31","18","","846","233","296","82","42","0","","183","402","846","68","","711","493","436","57","218","149","69"
"        Margin of Error","","±296","","±261","±107","±20","±41","±20","±48","±127","±169","±250","","±28","±214","±214","±159","","±272","±164","±248","±261","±136","±99","±81","±31","±29","","±218","±107","±149","±62","±57","±20","","±103","±153","±219","±44","","±192","±151","±146","±54","±122","±85","±88"
"    Percent Distribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","2,210","","83.7%","6.5%","0.0%","1.6%","0.0%","2.0%","6.2%","22.6%","69.3%","","1.4%","37.2%","38.0%","23.4%","","1,499","32.8%","67.2%","90.3%","27.3%","7.7%","4.3%","2.1%","1.2%","","56.4%","15.5%","19.7%","5.5%","2.8%","0.0%","","12.2%","26.8%","56.4%","4.5%","","711","69.3%","61.3%","8.0%","30.7%","21.0%","9.7%"
"        Margin of Error","","±296","","±6.8","±4.8","±2.0","±1.8","±2.0","±2.1","±5.6","±6.8","±7.3","","±1.3","±8.1","±8.2","±6.6","","±272","±9.9","±9.9","±6.8","±8.5","±6.5","±5.4","±2.1","±1.9","","±9.7","±6.4","±9.5","±4.2","±3.8","±3.0","","±6.5","±8.9","±10.6","±3.0","","±192","±14.2","±15.3","±7.2","±14.2","±11.1","±11.6"
"    Median income (dollars)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","88,243","","92,806","95,361","-","-","-","-","66,803","72,500","89,189","","48,750","94,947","96,199","52,500","","107,547","123,889","105,469","109,828","151,528","69,063","-","-","-","","101,154","131,736","109,762","-","-","-","","-","65,099","125,776","213,478","","48,375","44,432","37,436","132,644","66,447","60,795","-"
"        Margin of Error","","±18,107","","±18,964","±93,265","**","**","**","**","±40,205","±52,250","±23,920","","±24,471","±26,913","±14,126","±26,316","","±8,491","±52,752","±8,089","±24,075","±55,286","±62,991","**","**","**","","±15,801","±26,851","±83,805","**","**","**","","**","±16,493","±34,215","±36,623","","±22,364","±17,076","±14,725","±2,182","±40,762","±38,690","**"
"ZCTA5 78653","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","8,981","","4,433","2,006","33","215","0","1,381","913","3,818","2,738","","129","4,572","3,614","666","","6,681","3,627","3,054","4,318","2,388","1,664","857","699","382","","2,259","1,353","1,585","1,073","298","113","","428","2,031","3,336","886","","2,300","894","774","120","1,406","539","867"
"        Margin of Error","","±992","","±526","±498","±45","±115","±26","±324","±814","±921","±424","","±155","±910","±580","±149","","±643","±398","±633","±406","±347","±503","±260","±267","±235","","±438","±410","±388","±455","±165","±76","","±200","±441","±437","±409","","±880","±356","±341","±93","±826","±177","±803"
"    Percent Distribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","8,981","","49.4%","22.3%","0.4%","2.4%","0.0%","15.4%","10.2%","42.5%","30.5%","","1.4%","50.9%","40.2%","7.4%","","6,681","54.3%","45.7%","64.6%","35.7%","24.9%","12.8%","10.5%","5.7%","","33.8%","20.3%","23.7%","16.1%","4.5%","1.7%","","6.4%","30.4%","49.9%","13.3%","","2,300","38.9%","33.7%","5.2%","61.1%","23.4%","37.7%"
"        Margin of Error","","±992","","±6.4","±5.3","±0.5","±1.3","±0.5","±3.5","±8.3","±7.3","±4.9","","±1.7","±6.8","±6.3","±1.7","","±643","±6.4","±6.4","±6.0","±5.9","±6.3","±3.9","±3.7","±3.4","","±5.5","±5.6","±5.5","±6.6","±2.5","±1.2","","±3.0","±5.4","±6.7","±5.5","","±880","±17.6","±16.3","±4.4","±17.6","±10.3","±23.9"
"    Median income (dollars)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","85,544","","89,375","76,636","-","-","-","61,689","113,266","80,064","91,701","","61,587","89,257","86,719","53,000","","84,832","81,567","87,757","96,224","97,028","38,846","30,701","60,158","52,269","","69,031","88,762","79,558","89,880","115,639","-","","-","50,417","96,611","93,846","","66,944","42,237","41,629","103,214","112,563","49,861","113,517"
"        Margin of Error","","±10,658","","±10,532","±19,490","**","**","**","±10,747","±30,352","±17,835","±8,997","","±15,227","±14,090","±13,779","±14,267","","±10,070","±12,804","±10,967","±4,391","±7,063","±16,675","±8,283","±9,672","±19,731","","±16,658","±9,202","±20,508","±17,107","±34,656","**","","**","±9,051","±4,331","±14,887","","±34,535","±16,733","±10,810","±84,548","±78,636","±13,879","±9,801"
"ZCTA5 78654","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","7,174","","6,542","40","72","30","0","241","249","1,206","5,766","","118","1,592","2,915","2,549","","5,114","2,002","3,112","4,163","1,585","732","310","219","107","","2,637","1,122","587","232","448","88","","1,128","1,602","1,814","570","","2,060","1,404","1,297","107","656","576","80"
"        Margin of Error","","±442","","±416","±45","±62","±25","±22","±153","±126","±233","±392","","±113","±280","±310","±314","","±351","±309","±345","±364","±285","±220","±164","±129","±114","","±320","±285","±195","±105","±269","±70","","±249","±293","±285","±181","","±366","±281","±269","±75","±232","±220","±60"
"    Percent Distribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","7,174","","91.2%","0.6%","1.0%","0.4%","0.0%","3.4%","3.5%","16.8%","80.4%","","1.6%","22.2%","40.6%","35.5%","","5,114","39.1%","60.9%","81.4%","31.0%","14.3%","6.1%","4.3%","2.1%","","51.6%","21.9%","11.5%","4.5%","8.8%","1.7%","","22.1%","31.3%","35.5%","11.1%","","2,060","68.2%","63.0%","5.2%","31.8%","28.0%","3.9%"
"        Margin of Error","","±442","","±2.3","±0.6","±0.8","±0.3","±0.6","±2.1","±1.7","±3.0","±3.0","","±1.5","±3.8","±4.0","±3.6","","±351","±5.4","±5.4","±4.5","±5.1","±4.1","±3.2","±2.5","±2.2","","±4.9","±5.3","±3.8","±2.1","±5.2","±1.4","","±4.4","±5.1","±5.2","±3.6","","±366","±8.8","±9.0","±3.5","±8.8","±8.5","±2.8"
"    Median income (dollars)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","57,087","","57,971","-","53,269","-","-","55,110","-","40,833","59,706","","41,532","42,478","77,946","52,859","","70,218","47,065","87,436","76,205","42,142","51,654","62,589","97,556","97,694","","79,849","59,038","87,379","60,685","41,551","55,074","","60,956","63,750","80,385","73,269","","32,845","32,177","29,092","36,875","36,090","32,262","61,250"
"        Margin of Error","","±4,244","","±4,794","**","±2,308","**","**","±38,294","**","±13,217","±3,934","","±30,129","±32,952","±15,021","±4,492","","±8,000","±20,201","±11,465","±11,813","±12,845","±16,349","±58,605","±51,922","±56,123","","±9,646","±33,107","±13,592","±4,490","±3,933","±7,202","","±12,411","±17,517","±16,468","±56,663","","±4,674","±6,439","±5,889","±29,150","±20,048","±15,091","±21,194"
"ZCTA5 78660","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","33,953","","22,187","4,559","77","2,929","13","1,393","2,795","9,889","15,974","","674","15,572","13,608","4,099","","25,153","14,122","11,031","19,884","11,025","3,557","2,024","1,712","1,073","","9,215","4,916","5,855","3,044","1,704","419","","1,341","6,013","13,244","4,555","","8,800","5,150","3,766","1,384","3,650","2,869","781"
"        Margin of Error","","±1,216","","±1,143","±642","±72","±561","±24","±354","±1,137","±1,253","±979","","±243","±1,227","±1,136","±660","","±1,200","±1,273","±969","±1,333","±1,230","±657","±484","±395","±353","","±834","±705","±783","±973","±809","±155","","±327","±714","±1,218","±1,104","","±916","±824","±715","±399","±538","±491","±274"
"    Percent Distribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","33,953","","65.3%","13.4%","0.2%","8.6%","0.0%","4.1%","8.2%","29.1%","47.0%","","2.0%","45.9%","40.1%","12.1%","","25,153","56.1%","43.9%","79.1%","43.8%","14.1%","8.0%","6.8%","4.3%","","36.6%","19.5%","23.3%","12.1%","6.8%","1.7%","","5.3%","23.9%","52.7%","18.1%","","8,800","58.5%","42.8%","15.7%","41.5%","32.6%","8.9%"
